FECHA_REGISTRO;COD_BODEGA;NOM_BODEGA;COD_NEGOCIO;NOM_NEGOCIO;COD_LINEA;NOM_LINEA;COD_MARCA;NOM_MARCA;COD_ARTICULO;NOM_ARTICULO;PRESENTACION;UNIDAD_VENTA;CANTIDAD_INICIAL;CANTIDAD_ENTRADAS;CANTIDAD_SALIDAS;CANTIDAD_VENTAS;CANTIDAD_DEVOLUCION;CANTIDAD_EXISTENCIAS;CANTIDAD_SEPARACION;CANTIDAD_RESERVA;CANTIDAD_TRANSITO;CANTIDAD_NO_APTA;FACTOR_ESTIBA;LOTE;FECHA_FAB;FECHA_VEN;COSTO;VALOR
201907;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;0;2;1;-2;0;3;0;0;0;0;52;0;0;0;0;0
201907;I7;TIENDA VIRTUAL ALMACÉN DE EM;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;0;210;0;0;0;210;0;0;0;0;52;0;0;0;0;0
201907;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;30631;6;330;9201;0;19410;72;1624;0;0;40;0;0;0;0;0
201907;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;12;6;0;2;0;16;0;0;0;0;40;0;0;0;0;0
201907;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;70;34;55;0;-4;30;15;0;26;0;40;0;0;0;0;0
201907;I7;TIENDA VIRTUAL ALMACÉN DE EM;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;0;300;0;0;0;300;0;0;0;0;40;0;0;0;0;0
201908;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;2343;0;140;0;0;2203;0;0;0;0;37;0;0;0;0;0
201908;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;2492;3;6;1421;0;766;15;287;4;0;52;0;0;0;0;0
201908;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;1;0;0;0;0;1;0;0;6;0;52;0;0;0;0;0
201908;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;325;261;190;0;23;280;139;0;71;0;52;0;0;0;0;0
201908;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;3;1;3;-13;0;7;7;0;0;0;52;0;0;0;0;0
201908;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;42;12;0;0;19;9;64;0;0;0;52;0;0;0;0;0
201908;C9;BOD M/CIA NO RECIBIDA YUMBO   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;0;1;0;0;0;1;0;0;0;0;52;0;0;0;0;0
201908;I7;TIENDA VIRTUAL ALMACÉN DE EM;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;210;0;0;0;0;210;0;0;0;0;52;0;0;0;0;0
201908;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;21106;21705;10;8144;0;34178;22;457;0;0;40;0;0;0;0;0
201908;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;16;0;0;2;0;14;0;0;0;0;40;0;0;0;0;0
201908;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;45;83;31;0;2;73;26;0;51;0;40;0;0;0;0;0
201908;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;0;0;6;-12;0;3;3;0;30;0;40;0;0;0;0;0
201908;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;5;0;0;0;28;28;5;0;0;0;40;0;0;0;0;0
201908;I7;TIENDA VIRTUAL ALMACÉN DE EM;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;300;0;0;0;0;300;0;0;0;0;40;0;0;0;0;0
201909;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;2203;0;110;0;0;2093;0;0;0;0;37;0;0;0;0;0
201909;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;1;6;0;0;0;7;0;0;0;0;52;0;0;0;0;0
201909;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;419;147;424;0;6;79;69;0;59;0;52;0;0;0;0;0
201909;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;73;1;64;0;50;35;25;0;0;0;52;0;0;0;0;0
201901;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;490;0;381;0;0;109;0;0;0;0;37;0;0;0;0;0
201901;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;10848;8;12;583;0;10226;35;0;0;0;52;0;0;0;0;0
201901;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;4;0;0;0;0;4;0;0;4;0;52;0;0;0;0;0
201901;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;255;68;108;0;2;192;25;0;14;0;52;0;0;0;0;0
201901;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;67;0;6;0;0;61;0;0;1;0;52;0;0;0;0;0
201901;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;18;1;18;0;1;1;1;0;0;0;52;0;0;0;0;0
201901;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;47547;10;83;5976;0;41391;107;0;0;0;40;0;0;0;0;0
201901;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;11;24;0;0;0;35;0;0;0;0;40;0;0;0;0;0
201901;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;95;57;63;0;0;85;4;0;13;0;40;0;0;0;0;0
201901;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;20;36;6;0;0;50;0;0;0;0;40;0;0;0;0;0
201902;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;109;0;60;0;0;49;0;0;0;0;37;0;0;0;0;0
201902;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;10226;14;2310;1085;0;4985;1860;0;0;0;52;0;0;0;0;0
201902;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;4;4;1;2;0;5;0;0;0;0;52;0;0;0;0;0
201902;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;217;120;91;0;3;241;8;0;34;0;52;0;0;0;0;0
201902;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;61;1;13;0;0;49;0;0;12;0;52;0;0;0;0;0
201902;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;41391;0;36;5869;0;35060;426;0;0;0;40;0;0;0;0;0
201902;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;35;0;0;10;0;25;0;0;0;0;40;0;0;0;0;0
201902;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;89;44;19;0;1;109;6;0;31;0;40;0;0;0;0;0
201902;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;50;2;7;0;0;45;0;0;0;0;40;0;0;0;0;0
201903;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;6786;0;3309;1903;0;1569;5;0;0;0;52;0;0;0;0;0
201903;8;TQ. DEVOLUCIONES              ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;0;1500;0;0;0;1500;0;0;0;0;52;0;0;0;0;0
201903;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;5;0;0;0;0;5;0;0;0;0;52;0;0;0;0;0
201903;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;249;99;147;0;4;178;27;0;14;0;52;0;0;0;0;0
201903;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;49;13;0;0;0;62;0;0;0;0;52;0;0;0;0;0
201903;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;2;0;7;0;14;1;8;0;0;0;52;0;0;0;0;0
201903;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;35082;0;41;8352;0;26680;9;0;0;0;40;0;0;0;0;0
201903;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;25;0;0;8;0;17;0;0;0;0;40;0;0;0;0;0
201903;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;115;91;90;0;6;102;20;0;7;0;40;0;0;0;0;0
201903;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;45;4;13;0;0;35;1;0;4;0;40;0;0;0;0;0
201903;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;12;0;18;0;14;6;2;0;0;0;40;0;0;0;0;0
201904;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;0;1500;745;0;0;755;0;0;0;0;37;0;0;0;0;0
201904;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;1574;48;14;1116;0;486;6;0;0;0;52;0;0;0;0;0
201904;48;CUARTO FRIO;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;5;0;0;1;0;4;0;0;2;0;52;0;0;0;0;0
201904;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;205;165;145;0;4;216;13;0;54;0;52;0;0;0;0;0
201904;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;62;0;47;0;0;14;1;0;0;0;52;0;0;0;0;0
201904;C8;BODEGA DEVOLUCION YUMBO       ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;9;0;24;0;17;2;0;0;0;0;52;0;0;0;0;0
201904;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;26689;12;77;5122;0;21500;2;0;0;0;40;0;0;0;0;0
201904;48;CUARTO FRIO;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;17;0;0;0;0;17;0;0;0;0;40;0;0;0;0;0
201904;88;BODEGA NAL. DE DEVOLUCIONES   ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;122;94;64;0;0;131;21;0;41;0;40;0;0;0;0;0
201904;C7;BOD NAL DE M/CIA NO RECIBIDA  ;1;ETICOS TQ           ;18;Urologia            ;12;12;10025;BLADURIL x200MG TABLETAS      ;CAJx10TAB   ;300;36;4;4;0;0;36;0;0;0;0;40;0;0;0;0;0
201905;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10001;FIXAMICIN NF MM               ;FCOx15Ml    ;210;755;0;236;0;0;519;0;0;0;0;37;0;0;0;0;0
201905;1;TECNOQUIMICAS YUMBO           ;1;ETICOS TQ           ;15;Otorrinolaringologia;01A;01A;10018;FIXAMICIN NF                  ;FCOx15Ml    ;210;492;11910;18;1865;0;10518;1;0;0;0;52;0;0;0;0;0
201901;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;8;1;4;0;0;4;1;0;0;0;56;0;0;0;0;0
201901;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;29600;18;56;6102;0;22880;580;0;0;0;100;0;0;0;0;0
201901;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;6;24;1;0;0;29;0;0;0;0;100;0;0;0;0;0
201901;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;43;14;25;0;0;31;1;0;1;0;100;0;0;0;0;0
201901;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;100;14;6;0;0;108;0;0;0;0;100;0;0;0;0;0
201902;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;5;23;4;0;0;24;0;0;0;0;56;0;0;0;0;0
201902;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;22880;0;62;9525;0;12782;511;0;0;0;100;0;0;0;0;0
201902;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;29;60;0;65;0;24;0;0;0;0;100;0;0;0;0;0
201902;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;32;9;25;0;0;13;3;0;48;0;100;0;0;0;0;0
201902;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;108;17;1;-1;0;119;6;0;36;0;100;0;0;0;0;0
201903;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;24;26;1;0;0;49;0;0;0;0;56;0;0;0;0;0
201903;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12782;20922;79;6536;0;27084;5;0;0;0;100;0;0;0;0;0
201903;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;24;48;0;51;0;21;0;0;12;0;100;0;0;0;0;0
201903;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;16;71;7;0;0;77;3;0;0;0;100;0;0;0;0;0
201903;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;125;127;97;-5;0;160;0;0;0;0;100;0;0;0;0;0
201903;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;6;0;6;0;2;2;0;0;0;0;100;0;0;0;0;0
201904;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;49;0;23;0;0;26;0;0;0;0;56;0;0;0;0;0
201904;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;27089;84;359;3505;0;23302;7;0;0;0;100;0;0;0;0;0
201904;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;21;24;0;20;0;25;0;0;12;0;100;0;0;0;0;0
201904;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;80;5;57;0;0;17;11;0;1;0;100;0;0;0;0;0
201904;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;160;3;88;-4;0;67;12;0;1;0;100;0;0;0;0;0
201905;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;26;19;27;0;0;18;0;0;8;0;56;0;0;0;0;0
201905;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;23309;25;44;3308;0;19982;0;0;6;0;100;0;0;0;0;0
201905;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;25;24;0;18;0;31;0;0;0;0;100;0;0;0;0;0
201905;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;28;8;24;0;0;8;4;0;1;0;100;0;0;0;0;0
201905;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;79;7;22;-3;0;28;39;0;0;0;100;0;0;0;0;0
201906;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;18;14;18;0;0;14;0;0;0;0;56;0;0;0;0;0
201906;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;19982;9;511;4905;0;14482;93;0;0;0;100;0;0;0;0;0
201906;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;31;24;0;28;0;27;0;0;0;0;100;0;0;0;0;0
201906;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12;16;11;0;0;16;1;0;5;0;100;0;0;0;0;0
201906;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;67;60;62;0;0;65;0;0;0;0;100;0;0;0;0;0
201906;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;0;0;0;1;1;0;0;0;0;100;0;0;0;0;0
201907;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;14575;0;227;5341;0;9006;1;0;0;0;100;0;0;0;0;0
201907;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;27;12;0;24;0;15;0;0;0;0;100;0;0;0;0;0
201907;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;17;10;14;0;0;10;3;0;16;0;100;0;0;0;0;0
201907;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;65;193;4;0;0;253;1;0;0;0;100;0;0;0;0;0
201907;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;1;0;1;0;7;4;3;0;0;0;100;0;0;0;0;0
201907;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;12;0;0;0;12;0;0;0;0;100;0;0;0;0;0
201908;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;102;Caída del Cabello ;01F;01F;13208;FOLTENE FRASCO VIAL X7ML.     ;CAJx10FCO   ;24;0;14;0;0;0;14;0;0;9;0;56;0;0;0;0;0
201908;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;9007;13997;12;4229;0;18762;1;0;0;0;100;0;0;0;0;0
201908;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;15;12;0;7;0;20;0;0;0;0;100;0;0;0;0;0
201908;88;BODEGA NAL. DE DEVOLUCIONES   ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;13;18;10;0;0;6;15;0;3;0;100;0;0;0;0;0
201908;C7;BOD NAL DE M/CIA NO RECIBIDA  ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;254;1;1;0;0;194;60;0;1;0;100;0;0;0;0;0
201908;C8;BODEGA DEVOLUCION YUMBO       ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;7;0;0;0;19;17;9;0;0;0;100;0;0;0;0;0
201908;I7;TIENDA VIRTUAL ALMACÉN DE EM;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;12;0;0;0;0;12;0;0;0;0;100;0;0;0;0;0
201909;1;TECNOQUIMICAS YUMBO           ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;18763;7;30;4115;0;14625;0;0;0;0;100;0;0;0;0;0
201909;8;TQ. DEVOLUCIONES              ;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;0;6295;0;0;0;6295;0;0;0;0;100;0;0;0;0;0
201909;48;CUARTO FRIO;10;DERMATOLOGICOS TQ   ;105;Nopión            ;202;202;39451;NOPION PLUS                   ;TUBOx60G    ;12;20;24;0;16;0;28;0;0;0;0;100;0;0;0;0;0
